Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P44951	DAT_HAEIN	reviewed	Diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76) (Diaminobutyrate transaminase) (L-2,4-diaminobutyrate:2-ketoglutarate 4-aminotransferase) (DABA aminotransferase) (DABA-AT) (L-diaminobutyric acid transaminase)	dat HI_0949	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	454
P44855	DCUB_HAEIN	reviewed	Anaerobic C4-dicarboxylate transporter DcuB	dcuB HI_0746	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	440
P44947	DEGS_HAEIN	reviewed	Serine endoprotease DegS (EC 3.4.21.107) (Site-1 protease DegS) (S1P protease DegS) (Site-1-type intramembrane protease)	degS hhoB htrH HI_0945	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	340
P45148	CAN_HAEIN	reviewed	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase 2)	can HI_1301	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P45284	DAPD_HAEIN	reviewed	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD HI_1634	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	275
P43728	ERA_HAEIN	reviewed	GTPase Era	era HI_0013	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302
P45020	CYOB_HAEIN	reviewed	Probable cytochrome oxidase subunit 2 (EC 1.10.3.-) (Cytochrome oxidase subunit II)	HI_1075	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	378
P44332	CYSQ_HAEIN	reviewed	3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase)	cysQ HI_0559	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	269
P45257	ALR_HAEIN	reviewed	Alanine racemase (EC 5.1.1.1)	alr HI_1575	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	360
P43856	APT_HAEIN	reviewed	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt HI_1230	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	180
P45313	API_HAEIN	reviewed	Probable arabinose 5-phosphate isomerase (API) (EC 5.3.1.13)	HI_1678	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	337
P45036	CCME_HAEIN	reviewed	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ HI_1093	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	173
P45091	ARTI_HAEIN	reviewed	ABC transporter arginine-binding protein	artI HI_1179	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	239
P43719	ATP6_HAEIN	reviewed	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB HI_0485	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	262
P31772	COME_HAEIN	reviewed	Competence protein E (DNA transformation protein ComE)	comE HI_0435	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	445
P45249	BIOC_HAEIN	reviewed	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC HI_1551	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	260
P46363	BIRA_HAEIN	reviewed	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	birA HI_0220.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	302
P44312	G6PI_HAEIN	reviewed	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi HI_1576	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	549
P44878	GALU_HAEIN	reviewed	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase)	galU HI_0812	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	295
P45058	FTSL_HAEIN	reviewed	Cell division protein FtsL	ftsL HI_1131	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	107
P44330	K1PF_HAEIN	reviewed	1-phosphofructokinase (EC 2.7.1.56) (Fructose 1-phosphate kinase) (Fru1PK)	fruK HI_0447	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	313
P43924	KPYK_HAEIN	reviewed	Pyruvate kinase (PK) (EC 2.7.1.40)	pykA HI_1573	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	478
P43848	PUR5_HAEIN	reviewed	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM HI_1429	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	344
P44797	PUR8_HAEIN	reviewed	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	purB HI_0639	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	456
P43854	PUR1_HAEIN	reviewed	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	purF HI_1207	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	505
P44715	PTFAH_HAEIN	reviewed	Multiphosphoryl transfer protein (MTP) (Diphosphoryl transfer protein) (DTP) (Phosphotransferase FPr protein) (Pseudo-HPr) [Includes: Phosphocarrier protein HPr (Protein H); PTS system fructose-specific EIIA component (EIIA-Fru) (EIII-Fru) (Fructose-specific phosphotransferase enzyme IIA component)]	fruB HI_0448	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	499
P45191	PSTC_HAEIN	reviewed	Phosphate transport system permease protein PstC	pstC HI_1382	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P45192	PSTS_HAEIN	reviewed	Phosphate-binding protein PstS (PBP)	pstS HI_1383	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	334
P44963	PANF_HAEIN	reviewed	Sodium/pantothenate symporter (Pantothenate permease)	panF HI_0975	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	484
Q57151	OTNI_HAEIN	reviewed	2-oxo-tetronate isomerase (EC 5.3.1.35) (2-dehydrotetronate isomerase)	otnI HI_1013	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	258
P44664	PBP7_HAEIN	reviewed	D-alanyl-D-alanine endopeptidase (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 7 homolog) (PBP-7)	pbpG HI_0364	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	292
P45090	ARTQ_HAEIN	reviewed	Arginine ABC transporter permease protein ArtQ	artQ HI_1178	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	221
P44315	ASSY_HAEIN	reviewed	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG HI_1727	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	444
P44805	COAD_HAEIN	reviewed	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD kdtB HI_0651	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	156
P71362	DDC_HAEIN	reviewed	L-2,4-diaminobutyrate decarboxylase (DABA decarboxylase) (DABA-DC) (EC 4.1.1.86)	ddc HI_0946.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	511
P44466	DACA_HAEIN	reviewed	D-alanyl-D-alanine carboxypeptidase DacA (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)	dacA HI_0029	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	393
P45256	DNAB_HAEIN	reviewed	Replicative DNA helicase (EC 3.6.4.12)	dnaB HI_1574	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	468
P44948	FPG_HAEIN	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg HI_0946	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	271
P45068	FTSA_HAEIN	reviewed	Cell division protein FtsA	ftsA HI_1142	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	425
P44399	FUCK_HAEIN	reviewed	L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)	fucK HI_0613	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	470
P45099	GCVA_HAEIN	reviewed	Glycine cleavage system transcriptional activator homolog	gcvA HI_1194	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	301
P46452	GMHBB_HAEIN	reviewed	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)	gmhB HI_0621.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	184
P96335	GLPT_HAEIN	reviewed	Glycerol-3-phosphate transporter (G-3-P transporter) (G-3-P permease)	glpT HI_0686	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	480
P44334	IMDH_HAEIN	reviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB HI_0221	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	488
P44672	ISCA_HAEIN	reviewed	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA HI_0376	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	107
P44708	GLMS_HAEIN	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	glmS HI_0429	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	610
P45204	ISPA_HAEIN	reviewed	Farnesyl diphosphate synthase (FPP synthase) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Geranyltranstransferase)	ispA HI_1438	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	295
P43709	ACP_HAEIN	reviewed	Acyl carrier protein (ACP)	acpP HI_0154	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	76
P45037	CCMF_HAEIN	reviewed	Cytochrome c-type biogenesis protein CcmF	ccmF HI_1094	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	648
P44403	CLPB_HAEIN	reviewed	Chaperone protein ClpB	clpB HI_0859	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	856
P43843	ASPG2_HAEIN	reviewed	Probable L-asparaginase periplasmic (L-ASNase) (EC 3.5.1.1) (L-asparagine amidohydrolase)	ansB HI_0745	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	349
P44303	AROG_HAEIN	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG HI_1547	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	362
P43715	ATPB_HAEIN	reviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD HI_0479	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	457
P45161	DACB_HAEIN	reviewed	D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (D-alanyl-D-alanine endopeptidase) (DD-endopeptidase) (EC 3.4.21.-) (Penicillin-binding protein 4) (PBP-4)	dacB HI_1330	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	479
P43793	DHE4_HAEIN	reviewed	NADP-specific glutamate dehydrogenase (NADP-GDH) (EC 1.4.1.4)	gdhA HI_0189	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	449
P43735	DNAJ_HAEIN	reviewed	Chaperone protein DnaJ	dnaJ HI_1238	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	382
P44995	DLGD_HAEIN	reviewed	2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)	dlgD HI_1031	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	332
P44094	DEND_HAEIN	reviewed	D-erythronate dehydrogenase (EC 1.1.1.410)	denD HI_1014	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P45177	GLGB_HAEIN	reviewed	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB HI_1357	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	730
P44765	ABGA_HAEIN	reviewed	p-aminobenzoyl-glutamate hydrolase subunit A homolog (EC 3.5.1.-) (PABA-GLU hydrolase) (PGH)	abgA HI_0584	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	423
P44553	BAMD_HAEIN	reviewed	Outer membrane protein assembly factor BamD	bamD HI_0177	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	262
P45135	APBC_HAEIN	reviewed	Iron-sulfur cluster carrier protein	mrp HI_1277	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	370
P44550	APBE_HAEIN	reviewed	FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase)	apbE HI_0172	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	346
P43876	AROE_HAEIN	reviewed	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE HI_0655	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	272
P43880	AROK_HAEIN	reviewed	Shikimate kinase (SK) (EC 2.7.1.71)	aroK HI_0207	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	180
P46491	CRCB_HAEIN	reviewed	Putative fluoride ion transporter CrcB	crcB HI_0597.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	160
P43717	ATPD_HAEIN	reviewed	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	atpH HI_0482	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	177
P31769	COMB_HAEIN	reviewed	Competence protein B (DNA transformation protein ComB)	comB HI_0438	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	168
P44874	ATOA_HAEIN	reviewed	Acetate CoA-transferase subunit beta (EC 2.8.3.8) (Acetyl-CoA:acetoacetate CoA-transferase subunit beta)	atoA HI_0773	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	223
P44873	ATOB_HAEIN	reviewed	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	atoB thi thl HI_0771	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	393
P44057	BAME_HAEIN	reviewed	Outer membrane protein assembly factor BamE	bamE smpA HI_0838	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	137
P45035	CCMD_HAEIN	reviewed	Heme exporter protein D (Cytochrome c-type biogenesis protein CcmD)	ccmD HI_1092	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	67
P45127	ETTA_HAEIN	reviewed	Energy-dependent translational throttle protein EttA (EC 3.6.1.-) (Translational regulatory factor EttA)	ettA HI_1252	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	556
P43881	GREA_HAEIN	reviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA HI_1331	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	158
P44705	FADR_HAEIN	reviewed	Fatty acid metabolism regulator protein	fadR HI_0426	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	241
Q57341	FBPB1_HAEIN	reviewed	Putative ferric transport system permease protein FbpB 1	fbpB1 afuB HI_0129	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	632
P44893	FRDB_HAEIN	reviewed	Fumarate reductase iron-sulfur subunit (EC 1.3.5.4) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	frdB HI_0834	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	256
P44422	BIOF_HAEIN	reviewed	Putative 8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)	bioF HI_1553	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	380
P44480	ALKH_HAEIN	reviewed	Putative KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)]	eda HI_0047	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	212
P43875	AROC_HAEIN	reviewed	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC HI_0196	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	357
P29281	CRP_HAEIN	reviewed	cAMP-activated global transcriptional regulator CRP (Catabolite activator protein) (CAP) (cAMP receptor protein) (CRP) (cAMP regulatory protein)	crp cap HI_0957	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	224
P44998	CORA_HAEIN	reviewed	Magnesium transport protein CorA	corA HI_1035	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P44895	CPXR_HAEIN	reviewed	Transcriptional regulatory protein CpxR homolog	cpxR HI_0837	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	227
P31773	COMF_HAEIN	reviewed	Competence protein F (DNA transformation protein ComF) (Protein COM101A)	comF HI_0434	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	229
P45049	COMM_HAEIN	reviewed	Competence protein ComM	comM HI_1117	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	509
P45248	BIOD2_HAEIN	reviewed	ATP-dependent dethiobiotin synthetase BioD 2 (EC 6.3.3.3) (DTB synthetase 2) (DTBS 2) (Dethiobiotin synthase 2)	bioD2 bioD-B HI_1550	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	191
P45082	CYDD_HAEIN	reviewed	ATP-binding/permease protein CydD	cydD HI_1157	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	586
P44920	COAE_HAEIN	reviewed	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE HI_0890	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	206
P31771	COMD_HAEIN	reviewed	Competence protein D (DNA transformation protein ComD)	comD HI_0436	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	137
P71358	CYAY_HAEIN	reviewed	Iron-sulfur cluster assembly protein CyaY	cyaY HI_0727.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	101
P40134	CYAA_HAEIN	reviewed	Adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase)	cyaA cya HI_0604	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	843
P44787	FMT_HAEIN	reviewed	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt HI_0623	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	318
P44536	DER_HAEIN	reviewed	GTPase Der (GTP-binding protein EngA)	der engA HI_0136	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	504
P43778	ACCD_HAEIN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD HI_1260	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	296
P43873	ACCC_HAEIN	reviewed	Biotin carboxylase (EC 6.3.4.14) (Acetyl-CoA carboxylase subunit A) (ACC) (EC 6.4.1.2)	accC HI_0972	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	448
P43872	ACCA_HAEIN	reviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA HI_0406	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	315
P44406	ACKA_HAEIN	reviewed	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA HI_1204	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	401
Q57039	6PGL_HAEIN	reviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl devB HI_0556	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	232
P44425	AAT_HAEIN	reviewed	Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)	aspC HI_1617	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	396
P44430	DEOC_HAEIN	reviewed	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	deoC HI_1116	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	223
P45038	DSBE_HAEIN	reviewed	Thiol:disulfide interchange protein DsbE (Cytochrome c biogenesis protein CcmG)	dsbE ccmG HI_1095	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	181
P45108	CVPA_HAEIN	reviewed	Colicin V production protein homolog	cvpA HI_1206	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	163
P45039	CYSZ_HAEIN	reviewed	Sulfate transporter CysZ	cysZ HI_1102	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	272
P43710	FABB_HAEIN	reviewed	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)	fabB HI_1533	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	406
P44335	GUAA_HAEIN	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA HI_0222	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	523
Q57006	HSCB_HAEIN	reviewed	Co-chaperone protein HscB homolog	hscB HI_0375	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	174
P44903	HSRA_HAEIN	reviewed	Probable transport protein HsrA	hsrA HI_0852	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	463
P43853	HIS1_HAEIN	reviewed	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG HI_0468	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	303
P44626	LNT_HAEIN	reviewed	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt cutE HI_0302	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	522
P44567	LPXM_HAEIN	reviewed	Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243) (Kdo(2)-lauroyl-lipid IV(A) myristoyltransferase)	lpxM msbB HI_0199	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	318
P45074	LPTA_HAEIN	reviewed	Lipopolysaccharide export system protein LptA	lptA HI_1149	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	172
P45073	LPTB_HAEIN	reviewed	Lipopolysaccharide export system ATP-binding protein LptB (EC 7.5.2.-)	lptB HI_1148	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	241
P45247	LOLD_HAEIN	reviewed	Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-)	lolD HI_1549	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	227
P45110	ARGR_HAEIN	reviewed	Arginine repressor	argR HI_1209	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	151
P44009	APHA_HAEIN	reviewed	Class B acid phosphatase (CBAP) (EC 3.1.3.2)	aphA napA HI_0494/HI_0495	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	236
P44624	AMPD_HAEIN	reviewed	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	ampD HI_0300	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	184
P45089	ARTM_HAEIN	reviewed	Arginine ABC transporter permease protein ArtM	artM HI_1177	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	227
