FORMATTED_ID,FORMATTED_BATCH_ID,BARCODE,WELL_REF,CAS_NO,CID,SMILES,STRUCTURE_NAME,SUPPLIER,SUPPLIER_REF
CBP-0017126,CBP-0017126-01,A050,N08, ,4172142,CCCC(=O)NCCc1c-2n(c3ccc(cc13)OC)Cc1ccccc12,IIK7,Lopac_Sigma,41021_LOPAC_Sigma_I 5531
CBP-0017141,CBP-0017141-01,A050,N09,38777-27-4,3478,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,glipizide,Lopac_Sigma,41037_LOPAC_Sigma_G-117
CBP-0017155,CBP-0017155-01,A050,N10,50-49-7,3696,CN(C)CCCN1c2ccccc2CCc2ccccc21,imipramine,Lopac_Sigma,41053_LOPAC_Sigma_I 7379
CBP-0017171,CBP-0017171-01,A050,N11,60-26-4,3604,C[N+](C)(C)CCCCCC[N+](C)(C)C,hexamethonium,Lopac_Sigma,41069_LOPAC_Sigma_H 0879
CBP-0017185,CBP-0017185-01,A050,N12,81167-16-0,133621,CCn1ccnc1CC1COc2ccccc2O1,Imiloxan,Lopac_Sigma,41085_LOPAC_Sigma_I 9531
CBP-0017199,CBP-0017199-01,A050,N13, ,40473194,C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)COC(=O)CCC(=O)[O-])[C@@]3(C)C[C@H](O)[C@@H]21,Hydrocortisone 21-hemisuccinate sodium,Lopac_Sigma,41101_LOPAC_Sigma_H 2270
CBP-0017215,CBP-0017215-01,A050,N14, ,3683,CN(C(CN1CCCC1)c1cccc(c1)OCC(=O)O)C(=O)Cc1ccc(c(c1)Cl)Cl,Ici-204448,Lopac_Sigma,41117_LOPAC_Sigma_I-122
CBP-0017227,CBP-0017227-01,A050,N15,174635-53-1,6604858,COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)-c1ccccc1)c1ccccc1,SB 218795,Lopac_Sigma,41133_LOPAC_Sigma_S 8817
CBP-0017243,CBP-0017243-01,A050,N16,498-94-2,3773,OC(=O)C1CCNCC1,Isonipecotic acid,Lopac_Sigma,41149_LOPAC_Sigma_I18008
CBP-0017259,CBP-0017259-01,A050,N17,65646-68-6,5288209,CC1=C(/C=C/C(=C/C=C/C(=C/C(=O)Nc2ccc(cc2)O)C)C)C(C)(C)CCC1,FENRETINIDE,Lopac_Sigma,41165_LOPAC_Sigma_H 7779
CBP-0017275,CBP-0017275-01,A050,N18,116655-74-4,3827,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ketotifen,Lopac_Sigma,41181_LOPAC_Sigma_K 2628
CBP-0017291,CBP-0017291-01,A050,N19,71324-20-4,4182,COc1cc(ccc1OS(=O)(=O)[O-])C(O)CO,"1,2-Ethanediol,1-[3-methoxy-4-(sulfooxy)phenyl]-, potassium salt (1:1)",Lopac_Sigma,41197_LOPAC_Sigma_H 8759
CBP-0017307,CBP-0017307-01,A050,N20,21236-55-5,5014,Cc1cccc(c1NC(=O)C[N+](C)(C)C)C,QX-222,Lopac_Sigma,41213_LOPAC_Sigma_L 1788
CBP-0017322,CBP-0017322-01,A050,N21,1228817-95-5,439280,N[C@@H](Cc1c[nH]c2ccc(cc12)O)C(=O)O,5-hydroxy-L-tryptophan,Lopac_Sigma,41229_LOPAC_Sigma_H 9772
CBP-0017337,CBP-0017337-01,A050,N22,53179-11-6,3955,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(cc1)Cl)(c1ccccc1)c1ccccc1,loperamide,Lopac_Sigma,41245_LOPAC_Sigma_L 4762
CBP-0017020,CBP-0017020-01,A050,O01, ,53299179,Nc1ncnc2n(cnc12)[C@H]1O[C@@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@H](C(O)[C@H]2O)n2cnc3c(ncnc23)N)[C@@H](O)C1O,"P1,P4-Di(adenosine-5')tetraphosphate triammonium",Lopac_Sigma,40910_LOPAC_Sigma_D 1262
CBP-0017036,CBP-0017036-01,A050,O02,39226-94-3,1215,CC(N)c1cccc(c1Cl)Cl,"1-(2,3-dichlorophenyl)ethanamine",Lopac_Sigma,40926_LOPAC_Sigma_D-103
CBP-0017051,CBP-0017051-01,A050,O03, ,2497,Cc1cc(c2ccccc2[n+]1CCCCCCCCCCCCCC[n+]1c(cc(c2ccccc12)N)C)N,NCGC00015331-01,Lopac_Sigma,40942_LOPAC_Sigma_D 2064
CBP-0017067,CBP-0017067-01,A050,O04,7659-29-2,3870203,Oc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],"3,5-dinitrocatechol",Lopac_Sigma,40958_LOPAC_Sigma_D-131
CBP-0017083,CBP-0017083-01,A050,O05,10465-78-8,5353800,CN(C)C(=O)/N=N/C(=O)N(C)C,DIAMIDE,Lopac_Sigma,40974_LOPAC_Sigma_D 3648
CBP-0017111,CBP-0017111-01,A050,O07, ,4668904,OP(=O)([O-])C(Cl)(Cl)P(=O)(O)[O-],(dichloromethanediyl)bis[hydrogen (phosphonate)],Lopac_Sigma,41006_LOPAC_Sigma_D 4434
CBP-0017127,CBP-0017127-01,A050,O08,41340-25-4,3308,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,etodolac,Lopac_Sigma,41022_LOPAC_Sigma_E 0516
CBP-0017142,CBP-0017142-01,A050,O09,6956-96-3,3136,COC1=C(OC)C(=O)c2ccccc2C1=O,dmnq,Lopac_Sigma,41038_LOPAC_Sigma_D 5439
CBP-0017156,CBP-0017156-01,A050,O10, ,11957542,CC(C)C[C@H](NC(=O)C1OC1C(=O)O)C(=O)NCCCCNC(=N)N,e-64,Lopac_Sigma,41054_LOPAC_Sigma_E 3132
CBP-0017172,CBP-0017172-01,A050,O11,114-28-3,1316,C[N+]1(C)CCN(CC1)c1ccccc1,Dimethylphenylpiperazinium,Lopac_Sigma,41070_LOPAC_Sigma_D 5891
CBP-0017186,CBP-0017186-01,A050,O12,209532-03-6,361655,CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,rac-2-Ethoxy-3-hexadecanamido-1-propylphosphocholine,Lopac_Sigma,41086_LOPAC_Sigma_E 3645
CBP-0017200,CBP-0017200-01,A050,O13,366-18-7,1474,c1ccc(nc1)-c1ccccn1,"2,2'-BIPYRIDINE",Lopac_Sigma,41102_LOPAC_Sigma_D 7505
CBP-0017216,CBP-0017216-01,A050,O14,132796-52-2,3220,Cc1cc(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)O)O,emodin,Lopac_Sigma,41118_LOPAC_Sigma_E 7881
CBP-0017228,CBP-0017228-01,A050,O15,67198-19-0,6604724,CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,(-)-U-50488,Lopac_Sigma,41134_LOPAC_Sigma_D 8040
CBP-0017244,CBP-0017244-01,A050,O16, ,6714004,CN1CC[C@]2(C)C1N(C)c1ccc(cc12)O,Prestwick0_001082,Lopac_Sigma,41150_LOPAC_Sigma_E-100
CBP-0017260,CBP-0017260-01,A050,O17,129-56-6,8515,O=C1c2ccccc2-c2n[nH]c3cccc1c23,"1,9-Pyrazoloanthrone",Lopac_Sigma,41166_LOPAC_Sigma_S 5567
CBP-0017276,CBP-0017276-01,A050,O18,100568-02-3,1548968,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c1ccccc1,(S)-Fluoxetine,Lopac_Sigma,41182_LOPAC_Sigma_F 1553
CBP-0017292,CBP-0017292-01,A050,O19,137888-77-8,3157,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2ccccc2O1,doxazosin,Lopac_Sigma,41198_LOPAC_Sigma_D 9815
CBP-0017308,CBP-0017308-01,A050,O20,47646-09-3,3372,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc32)C(F)(F)F)CC1,FLUPHENAZINE,Lopac_Sigma,41214_LOPAC_Sigma_F 4765
CBP-0016797,CBP-0016797-02,A050,O21,56245-67-1,37459,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,(+)-Butaclamol,Lopac_Sigma,41230_LOPAC_Sigma_D-033
CBP-0017338,CBP-0017338-01,A050,O22,87900-90-1,3341,Oc1ccc(cc1)C1CNCCc2c(c(c(cc21)O)O)Cl,fenoldopam,Lopac_Sigma,41246_LOPAC_Sigma_F 6800
CBP-0017021,CBP-0017021-01,A050,P01,37209-54-4,3397,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],flutamide,Lopac_Sigma,40911_LOPAC_Sigma_F 9397
CBP-0017037,CBP-0017037-01,A050,P02,80300-09-0,6603866,CCCN(CCC)[C@@H]1CCc2cccc(c2C1)O,CHEMBL26998,Lopac_Sigma,40927_LOPAC_Sigma_H-140
CBP-0017052,CBP-0017052-01,A050,P03,52341-67-0,3386,CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1,fluoxetine,Lopac_Sigma,40943_LOPAC_Sigma_F-132
CBP-0017068,CBP-0017068-01,A050,P04,84243-58-3,55918,O=C1CCC(=NN1)c1ccc(cc1)-n1ccnc1,IMAZODAN,Lopac_Sigma,40959_LOPAC_Sigma_I 0782
CBP-0017084,CBP-0017084-01,A050,P05,219655-57-9,9826034,NC(=N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5)O,GNTI,Lopac_Sigma,40975_LOPAC_Sigma_G 3416
CBP-0017099,CBP-0017099-01,A050,P06, , , , ,Lopac_Sigma,40991_LOPAC_Sigma_I 2760
CBP-0017112,CBP-0017112-01,A050,P07,76778-22-8,3456,C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1,Gbr 12935,Lopac_Sigma,41007_LOPAC_Sigma_G 9659
CBP-0017128,CBP-0017128-01,A050,P08,46388-38-9,3779,CC(C)NCC(O)c1ccc(c(c1)O)O,isoproterenol,Lopac_Sigma,41023_LOPAC_Sigma_I 5627
CBP-0017143,CBP-0017143-01,A050,P09,102771-26-6,3538,CC1=NN=C(c2ccc(cc2)N)c2cc3c(cc2C1)OCO3,Gyki-52466,Lopac_Sigma,41039_LOPAC_Sigma_G-119
CBP-0017157,CBP-0017157-01,A050,P10,529-69-1,10729,NC1=NC2=C(N=CC(=O)N2)C(=O)N1,Isoxanthopterin,Lopac_Sigma,41055_LOPAC_Sigma_I 7388
CBP-0017173,CBP-0017173-01,A050,P11,306-08-1,1738,COc1cc(ccc1O)CC(=O)O,Homovanillic acid,Lopac_Sigma,41071_LOPAC_Sigma_H 1252
CBP-0017187,CBP-0017187-01,A050,P12, ,24867851,Cc1cc(c(c(c1)C(=O)N1CCC2(CCCC2)CC1)NC(=O)C[C@H](CC(=O)[O-])c1cccc2ccccc12)C,CR 2945,Lopac_Sigma,41087_LOPAC_Sigma_I 9778
CBP-0017201,CBP-0017201-01,A050,P13,23358-64-7,107794,NC(Cc1cc(c(cc1O)O)O)C(=O)O,6-Hydroxy-DL-DOPA,Lopac_Sigma,41103_LOPAC_Sigma_H 2380
CBP-0017217,CBP-0017217-01,A050,P14, ,3682,CC(C)NC(C)C(O)COc1ccc(c2c1CCC2)C,ICI-118551,Lopac_Sigma,41119_LOPAC_Sigma_I-127
CBP-0017229,CBP-0017229-01,A050,P15,555-55-5,54685921,OC1=CC(=O)OC(=C1)/C=C/c1ccc(c(c1)O)O,hispidin,Lopac_Sigma,41135_LOPAC_Sigma_H 5257
CBP-0017245,CBP-0017245-01,A050,P16, ,6603892,CCCn1c(c(c2ccccc12)C(=O)c1ccc2ccccc2c1)C,NCGC00015575-01,Lopac_Sigma,41151_LOPAC_Sigma_J 4252
CBP-0017261,CBP-0017261-01,A050,P17,141018-30-6,164437,CCCCC#Cc1nc(c2ncn(c2n1)[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)C(=O)NCC)N,HE-NECA,Lopac_Sigma,41167_LOPAC_Sigma_H 8034
CBP-0017277,CBP-0017277-01,A050,P18,13593-94-7,3845,OC(=O)c1cc(c2ccccc2n1)O,kynurenic acid,Lopac_Sigma,41183_LOPAC_Sigma_K 3375
CBP-0017293,CBP-0017293-01,A050,P19,99155-61-0,1826,OC(=O)Cc1c[nH]c2ccc(cc12)O,5-Hydroxyindole-3-acetic acid,Lopac_Sigma,41199_LOPAC_Sigma_H 8876
CBP-0017309,CBP-0017309-01,A050,P20,4707-32-8,3885,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,beta-Lapachone,Lopac_Sigma,41215_LOPAC_Sigma_L 2037
CBP-0017323,CBP-0017323-01,A050,P21,7803-49-8,787,NO,hydroxylamine,Lopac_Sigma,41231_LOPAC_Sigma_H 9876
CBP-0017339,CBP-0017339-01,A050,P22,57571-43-4,39562,OC(=O)c1nn(c2ccccc12)Cc1ccc(cc1Cl)Cl,lonidamine,Lopac_Sigma,41247_LOPAC_Sigma_L 4900
CBP-0017340,CBP-0017340-01,A051,A01,210165-51-8,3899,Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F,leflunomide,Lopac_Sigma,41248_LOPAC_Sigma_L 5025
CBP-0017356,CBP-0017356-01,A051,A02,88191-84-8,72430,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C=O,Cbz-val-phe-H,Lopac_Sigma,41264_LOPAC_Sigma_M 6690
CBP-0017372,CBP-0017372-01,A051,A03,244240-24-2,54676905,C/C(=C(\C#N)C(=O)Nc1cc(ccc1Br)Br)O,lfm-a13,Lopac_Sigma,41280_LOPAC_Sigma_L 8789
CBP-0017387,CBP-0017387-01,A051,A04,122742-25-0,55245,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@@]21C)c1ccc(cc1)N(C)C,mifepristone,Lopac_Sigma,41296_LOPAC_Sigma_M 8046
CBP-0017403,CBP-0017403-01,A051,A05,32896-53-0,3034814,CC(O)C(C)OC(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(c4cccc2c34)C(C)C)N(C)C1,LY53857,Lopac_Sigma,41312_LOPAC_Sigma_L-107
CBP-0017419,CBP-0017419-01,A051,A06, , ,CC(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)O)N(C)C, ,Lopac_Sigma,41328_LOPAC_Sigma_M 9511
CBP-0017434,CBP-0017434-01,A051,A07,158985-08-1,6603897,Ic1ccc(cc1)N1CCN(CC1)Cc1c[nH]c2ncccc12,Lopac-L-133,Lopac_Sigma,41344_LOPAC_Sigma_L-133
CBP-0017448,CBP-0017448-01,A051,A08,70449-94-4,1207,CC12NC(Cc3ccccc31)c1ccccc12,[3H]dizocilpine,Lopac_Sigma,41360_LOPAC_Sigma_M-108
CBP-0017464,CBP-0017464-01,A051,A09,615557-09-0,3406,Cc1cn[nH]c1,4-Methylpyrazole,Lopac_Sigma,41376_LOPAC_Sigma_M 1387
CBP-0017479,CBP-0017479-01,A051,A10,20229-30-5,4106,CSc1ccc2c(c1)C(Cc1ccccc1S2)N1CCN(C)CC1,methiothepin,Lopac_Sigma,41392_LOPAC_Sigma_M-149
CBP-0017508,CBP-0017508-01,A051,A12,161230-88-2,6603913,OC(=O)/C(=C/c1c([nH]c2cc(cc(c12)Cl)Cl)C(=O)O)c1ccccc1,Mdl 105519,Lopac_Sigma,41424_LOPAC_Sigma_M-216
CBP-0017523,CBP-0017523-01,A051,A13,25717-80-0,5353788,CCOC(=O)[N-]c1c[n+](no1)N1CCOCC1,molsidomine,Lopac_Sigma,41440_LOPAC_Sigma_M 2901
CBP-0017539,CBP-0017539-01,A051,A14,105618-26-6,5480230,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC[C@@]134)CC1CC1)C[C@@]1(O)[C@H]2Cc3ccc(c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4)O,Norbinaltorphimine,Lopac_Sigma,41456_LOPAC_Sigma_N 1771
CBP-0017554,CBP-0017554-01,A051,A15,17692-51-2,28693,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@H]2[C@H]1Cc1cn(c3cccc2c13)C,metergoline,Lopac_Sigma,41472_LOPAC_Sigma_M 3668
CBP-0017569,CBP-0017569-01,A051,A16, ,5794314,OC(/C=C/C(=O)[O-])c1ccc(cc1)Cl,NCS-356,Lopac_Sigma,41488_LOPAC_Sigma_N 4034
CBP-0017585,CBP-0017585-01,A051,A17, ,4036,Cc1ccc(c(c1Cl)Nc1ccccc1C(=O)[O-])Cl,MECLOFENAMATE SODIUM,Lopac_Sigma,41504_LOPAC_Sigma_M 4531
CBP-0017614,CBP-0017614-01,A051,A19,54163-88-1,4171,COCCc1ccc(cc1)OCC(O)CNC(C)C,metoprolol,Lopac_Sigma,41536_LOPAC_Sigma_M 5391
CBP-0017628,CBP-0017628-01,A051,A20,55985-32-5,4474,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(C)Cc1ccccc1)C,nicardipine,Lopac_Sigma,41552_LOPAC_Sigma_N 7510
CBP-0017644,CBP-0017644-01,A051,A21,264622-58-4,6603931,CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)-c1ccc(cc1)OCC(=O)Nc1ccc(cc1)C#N,MRS 1754,Lopac_Sigma,41568_LOPAC_Sigma_M 6316
CBP-0017660,CBP-0017660-01,A051,A22, ,3315620,[O-]S(=O)(=O)c1cc(c2c(ccc(c2c1)S(=O)(=O)[O-])NC(=O)c1cccc(c1)NC(=O)Nc1cccc(c1)C(=O)Nc1ccc(c2cc(cc(c12)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-],CHEMBL216504,Lopac_Sigma,41584_LOPAC_Sigma_N 8652
CBP-0017341,CBP-0017341-01,A051,B01,86052-02-0,4507,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OC)C,nitrendipine,Lopac_Sigma,41249_LOPAC_Sigma_N-144
CBP-0017357,CBP-0017357-01,A051,B02,28797-61-7,4848,CN1CCN(CC1)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,pirenzepine,Lopac_Sigma,41265_LOPAC_Sigma_P 7412
CBP-0017373,CBP-0017373-01,A051,B03,119630-94-3,9601084,Oc1ccc2c3c1O[C@H]1/C(=N/NC(=O)c4ccccc4)CC[C@@]4(O)[C@@H](C2)N(CC[C@@]134)CC=C,Naloxone benzoylhydrazone,Lopac_Sigma,41281_LOPAC_Sigma_N-165
CBP-0017388,CBP-0017388-01,A051,B04, ,1331,NC(=N)SCCc1cccc(c1)CCSC(=N)N,PIBTU,Lopac_Sigma,41297_LOPAC_Sigma_P 8227
CBP-0017404,CBP-0017404-01,A051,B05,101622-51-9,4592,Cn1cnc2c(nc(nc12)NCCO)NCc1ccccc1,olomoucine,Lopac_Sigma,41313_LOPAC_Sigma_O 0886
CBP-0017420,CBP-0017420-01,A051,B06, ,11957663,OC(=O)[C@@H]1CCCN[C@@H]1C(=O)O,"cis-Piperidine-2,3-dicarboxylic acid",Lopac_Sigma,41329_LOPAC_Sigma_P 8782
CBP-0017435,CBP-0017435-01,A051,B07,83-98-7,4601,CN(C)CCOC(c1ccccc1)c1ccccc1C,orphenadrine,Lopac_Sigma,41345_LOPAC_Sigma_O 3752
CBP-0017449,CBP-0017449-01,A051,B08,3605-01-4,4850,C1Oc2ccc(cc2O1)CN1CCN(CC1)c1ncccn1,piribedil,Lopac_Sigma,41361_LOPAC_Sigma_P 9233
CBP-0017465,CBP-0017465-01,A051,B09,13448-22-1,1238,CN1CCN(CC1)C1Cc2ccccc2Sc2ccc(cc21)Cl,Clorotepine,Lopac_Sigma,41377_LOPAC_Sigma_O-111
CBP-0017480,CBP-0017480-01,A051,B10,91484-72-9,4914,CCN(CC)CCOC(=O)c1ccc(cc1)N,procaine,Lopac_Sigma,41393_LOPAC_Sigma_P 9879
CBP-0017495,CBP-0017495-01,A051,B11,1446756-47-3,68841,N[C@@H](COP(=O)(O)O)C(=O)O,O-phospho-L-serine,Lopac_Sigma,41409_LOPAC_Sigma_P 0878
CBP-0017509,CBP-0017509-01,A051,B12,108351-35-5,1641,NCC(CP(=O)(O)O)c1ccc(cc1)Cl,Phaclofen,Lopac_Sigma,41425_LOPAC_Sigma_P-118
CBP-0017524,CBP-0017524-01,A051,B13,16974-53-1,441289,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]3(C)CCCCC3)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,pancuronium,Lopac_Sigma,41441_LOPAC_Sigma_P 1918
CBP-0017540,CBP-0017540-01,A051,B14, ,24867857,CC(=O)[C@H]1CCC2C3CC=C4C[C@H](CC[C@]4(C)C3CC[C@@]21C)OS(=O)(=O)[O-],CCG-205048,Lopac_Sigma,41457_LOPAC_Sigma_P-162
CBP-0017555,CBP-0017555-01,A051,B15,144-44-5,5850,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,Pentolinium,Lopac_Sigma,41473_LOPAC_Sigma_P 3520
CBP-0017570,CBP-0017570-01,A051,B16,190383-31-4,3645619,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,PD-168077,Lopac_Sigma,41489_LOPAC_Sigma_P-233
CBP-0017586,CBP-0017586-01,A051,B17, ,3549980,CCCC(CCC)C(=O)[O-],2-propylpentanoate,Lopac_Sigma,41505_LOPAC_Sigma_P 4543
CBP-0017600,CBP-0017600-01,A051,B18,83-89-6,237,CCN(CC)CCCC(C)Nc1c2ccc(cc2nc2ccc(cc12)OC)Cl,quinacrine,Lopac_Sigma,41521_LOPAC_Sigma_Q 3251
CBP-0017615,CBP-0017615-01,A051,B19,102206-59-7,4992,COc1ccc(cc1)CN(CCN(C)C)c1ccccn1,pyrilamine,Lopac_Sigma,41537_LOPAC_Sigma_P 5514
CBP-0017629,CBP-0017629-01,A051,B20,26652-09-5,688570,C[C@@H](NCCc1ccc(cc1)O)[C@@H](O)c1ccc(cc1)O,26652-09-5,Lopac_Sigma,41553_LOPAC_Sigma_R 0758
CBP-0017645,CBP-0017645-01,A051,B21,58-40-2,4926,CN(C)CCCN1c2ccccc2Sc2ccccc21,promazine,Lopac_Sigma,41569_LOPAC_Sigma_P 6656
CBP-0017661,CBP-0017661-01,A051,B22,101910-24-1,5059,CCCCCC(O)c1cccc(c1)OCc1ccc2ccccc2n1,Rev 5901,Lopac_Sigma,41585_LOPAC_Sigma_R 5523
CBP-0017342,CBP-0017342-01,A051,C01,259857-99-3,6604042,C[C@H](N)CN1CCc2ccc(cc21)Br,VER-3323,Lopac_Sigma,41250_LOPAC_Sigma_V 1889
CBP-0017358,CBP-0017358-01,A051,C02,529-44-2,5281672,OC1=C(Oc2cc(cc(c2C1=O)O)O)c1cc(c(c(c1)O)O)O,myricetin,Lopac_Sigma,41266_LOPAC_Sigma_M 6760
CBP-0000501,CBP-0000501-02,A051,C03,491-70-3,5280445,Oc1cc(c2c(c1)OC(=CC2=O)c1ccc(c(c1)O)O)O,luteolin,Lopac_Sigma,41282_LOPAC_Sigma_L 9283
CBP-0017389,CBP-0017389-01,A051,C04,23239-48-7,441350,C[C@](N)(Cc1ccc(cc1)O)C(=O)O,METYROSINE,Lopac_Sigma,41298_LOPAC_Sigma_M 8131
CBP-0017405,CBP-0017405-01,A051,C05, ,3959,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(c(c1)Cl)Cl,D01WVJ,Lopac_Sigma,41314_LOPAC_Sigma_L-109
CBP-0017421,CBP-0017421-01,A051,C06,10262-69-8,4011,CNCCCC12CCC(c3ccccc31)c1ccccc12,maprotiline,Lopac_Sigma,41330_LOPAC_Sigma_M 9651
CBP-0017436,CBP-0017436-01,A051,C07,105431-72-9,3932,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,Linopirdine,Lopac_Sigma,41346_LOPAC_Sigma_L-134
CBP-0017450,CBP-0017450-01,A051,C08,78263-90-8,1574,Cc1[nH]c2ccc(cc2c1CCN)O,2-Methyl-5-hydroxytryptamine,Lopac_Sigma,41362_LOPAC_Sigma_M-109
CBP-0017466,CBP-0017466-01,A051,C09,31430-18-9,4122,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1,nocodazole,Lopac_Sigma,41378_LOPAC_Sigma_M 1404
CBP-0017481,CBP-0017481-01,A051,C10, ,53299182,CSc1nc(c2ncn(c2n1)[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@H](O)C1O)N,2-Methylthioadenosine diphosphate trisodium,Lopac_Sigma,41394_LOPAC_Sigma_M-152
CBP-0017496,CBP-0017496-01,A051,C11,99396-41-5,4086,CC(C)NCC(O)c1cc(cc(c1)O)O,metaproterenol,Lopac_Sigma,41410_LOPAC_Sigma_M 2398
CBP-0017510,CBP-0017510-01,A051,C12, ,4549312,Cc1ccccc1CNc1ncnc2n(cnc12)C1OC(CO)C(O)C1O,NCGC00015640-02,Lopac_Sigma,41426_LOPAC_Sigma_M-225
CBP-0017525,CBP-0017525-01,A051,C13, ,6603922,Cc1nnc2cc(cnn12)-c1ccc(cc1)C(F)(F)F,"3-Methyl-6-(3-[trifluoromethyl]phenyl)-1,2,4-triazolo[4,3-b]pyridazine",Lopac_Sigma,41442_LOPAC_Sigma_M 2922
CBP-0017541,CBP-0017541-01,A051,C14,59-99-4,4456,CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,NEOSTIGMINE,Lopac_Sigma,41458_LOPAC_Sigma_N 2001
CBP-0017556,CBP-0017556-01,A051,C15, ,11957597,CN([C@@H]1CCCC[C@@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,CHEMBL301867,Lopac_Sigma,41474_LOPAC_Sigma_U-106
CBP-0017571,CBP-0017571-01,A051,C16, ,10404739,N[C@@H](CCC(=O)N[C@H](CSN=O)C(=O)NCC(=O)O)C(=O)O,S-Nitroso-glutathione,Lopac_Sigma,41490_LOPAC_Sigma_N 4148
CBP-0017587,CBP-0017587-01,A051,C17,78415-72-2,4197,CC1=C(C=C(C#N)C(=O)N1)c1ccncc1,milrinone,Lopac_Sigma,41506_LOPAC_Sigma_M 4659
CBP-0017601,CBP-0017601-01,A051,C18,38733-00-5,440005,N[C@@H](CCCNC(=N)N[N+](=O)[O-])C(=O)O,H-Arg(NO2)-OH,Lopac_Sigma,41522_LOPAC_Sigma_N 5501
CBP-0017616,CBP-0017616-01,A051,C19,96206-92-7,3025961,Cc1cccc(n1)C#Cc1ccccc1,MPEP,Lopac_Sigma,41538_LOPAC_Sigma_M 5435
CBP-0017630,CBP-0017630-01,A051,C20,101554-38-5,4485,COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C,nifedipine,Lopac_Sigma,41554_LOPAC_Sigma_N 7634
CBP-0017646,CBP-0017646-01,A051,C21,362-07-2,66414,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,2-Methoxyestradiol,Lopac_Sigma,41570_LOPAC_Sigma_M 6383
CBP-0017662,CBP-0017662-01,A051,C22,42471-28-3,39214,Cc1ncc(c(n1)N)CNC(=O)N(CCCl)N=O,NIMUSTINE,Lopac_Sigma,41586_LOPAC_Sigma_N 8659
