Name	SMILES
minocycline	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C, CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C
minodronic-acid	OC(Cc1cnc2ccccn12)(P(O)(O)=O)P(O)(O)=O, OC(Cc1cnc2ccccn12)(P(O)(O)=O)P(O)(O)=O
minoxidil	Nc1cc(nc(N)[n+]1[O-])N1CCCCC1, Nc1cc(nc(N)[n+]1[O-])N1CCCCC1, Nc1cc(nc(N)[n+]1[O-])N1CCCCC1, Nc1cc(nc(N)[n+]1[O-])N1CCCCC1, Nc1cc(nc(N)[n+]1[O-])N1CCCCC1
miocamycin	CCC(=O)O[C@H]1[C@H](C)O[C@H](C[C@@]1(C)OC(C)=O)O[C@@H]1[C@@H](C)O[C@@H](O[C@H]2[C@@H](CC=O)C[C@@H](C)[C@@H](OC(C)=O)\C=C\C=C\C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@@H]2OC)[C@H](O)[C@H]1N(C)C
MIRA-1	CCC(=O)OCN1C(=O)C=CC1=O
mirabegron	Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1, Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
mirin	NC1=NC(=O)\C(S1)=C\c1ccc(O)cc1
miriplatin	[Pt++].NC1CCCCC1N.CCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCCC(O)=O, [Pt++].NC1CCCCC1N.CCCCCCCCCCCCCC(O)=O.CCCCCCCCCCCCCC(O)=O
mirodenafil	CCCOc1ccc(cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1)S(=O)(=O)N1CCN(CCO)CC1
mirtazapine	CN1CCN2C(C1)c1ccccc1Cc1cccnc21, CN1CCN2C(C1)c1ccccc1Cc1cccnc21, CN1CCN2C(C1)c1ccccc1Cc1cccnc21, CN1CCN2C(C1)c1ccccc1Cc1cccnc21
misonidazole	COCC(O)Cn1ccnc1[N+]([O-])=O
misoprostol	CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
mitiglinide	OC(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
mitoflaxone	OC(=O)Cc1cccc2c1oc(cc2=O)-c1ccccc1
mitomycin-c	CO[C@@]12[C@@H]3NC3CN1C1=C([C@@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O
mitotane	ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl, ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl, ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl, ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl, ClC(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl
mitoxantrone	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12, OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12, OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
mivacurium	COc1cc2CC[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc3cc(OC)c(OC)c(OC)c3)[C@H](Cc3cc(OC)c(OC)c(OC)c3)c2cc1OC
mivobulin	CCOC(=O)Nc1cc2NC(C)=C(Nc2c(N)n1)c1ccccc1
mizolastine	CN(C1CCN(CC1)c1nc2ccccc2n1Cc1ccc(F)cc1)c1nccc(=O)[nH]1
mizoribine	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O, NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O, NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O
MJ-15	Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NCc1cccnc1
MK-0354	C1Cc2[nH]nc(-c3nnn[nH]3)c2C1
MK-0752	OC(=O)CC[C@H]1CC[C@@](CC1)(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1
MK-0773	CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](C(=O)NCc5nc6cccnc6[nH]5)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=C(F)C1=O
MK-0812	CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F
MK-0893	COc1ccc2cc(ccc2c1)-c1cc(nn1[C@@H](C)c1ccc(cc1)C(=O)NCCC(O)=O)-c1cc(Cl)cc(Cl)c1
MK-1775	CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n(-c2cccc(n2)C(C)(C)O)n(CC=C)c3=O)cc1
MK-2048	CCN1C[C@H](C)n2c(c(O)c3c2c(nn(Cc2ccc(F)c(Cl)c2)c3=O)C(=O)NC)C1=O, CCN1C[C@H](C)n2c(c(O)c3c2c(nn(Cc2ccc(F)c(Cl)c2)c3=O)C(=O)NC)C1=O
MK-2206	NC1(CCC1)c1ccc(cc1)-c1nc2ccn3c(n[nH]c3=O)c2cc1-c1ccccc1
MK-2295	FC(F)(F)c1ccc(Nc2ncnc3cc(ccc23)-c2ncccc2C(F)(F)F)cc1
MK-2461	CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(cc3c(=O)c2c1)-c1cnn(C)c1
MK-2894	Cc1sc(C)c(C(=O)NC2(CC2)c2ccc(cc2)C(O)=O)c1Cc1ccc(cc1)C(F)(F)F
MK-3207	Fc1cc(F)cc(c1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2C[C@]3(Cc2c1)C(=O)Nc1ncccc31
MK-3697	COc1ccc(CNC(=O)c2cc(ncc2-c2nccs2)-c2cncc(C)c2)nc1OC
MK-5046	O[C@@](Cc1nc(CC2(CC2)C(F)(F)F)c[nH]1)(c1ccc(cc1)-n1cccn1)C(F)(F)F
MK-5108	OC(=O)[C@@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](CC1)Oc1cccc(Cl)c1F
MK-571	CN(C)C(=O)CCSC(SCCC(O)=O)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
MK-6096	C[C@@H]1CC[C@@H](COc2ccc(F)cn2)CN1C(=O)c1cc(C)ccc1-c1ncccn1
MK-8033	Cn1cc(cn1)-c1cnc2ccc3ccc(CS(=O)(=O)NCc4ccccn4)cc3c(=O)c2c1
MK-8245	OC(=O)Cn1nnc(n1)-c1cc(no1)N1CCC(CC1)Oc1cc(F)ccc1Br
MK-8745	Fc1c(Cl)cccc1C(=O)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1
MKT-077	CCn1\c(=C/c2cccc[n+]2CC)s\c(=C2\Sc3ccccc3N2C)c1=O, CCn1\c(=C/c2cccc[n+]2CC)s\c(=C2\Sc3ccccc3N2C)c1=O
MK2-IN-1	Clc1ccc(cc1)-c1ccc(o1)C(=O)N(Cc1ccccn1)c1ccc(cc1)N1CCNCC1
ML-10302	COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1
ML-141	COc1ccc(cc1)C1CC(=NN1c1ccc(cc1)S(N)(=O)=O)c1ccccc1
ML-179	FC(F)(F)c1cccc(c1)N1CCN(CC1)c1cc(=O)n(C2CCCCC2)c(=O)[nH]1
ML-193	Cc1noc(NS(=O)(=O)c2ccc(NC(=O)c3cc(nc4c(C)cc(C)cc34)-c3ccccn3)cc2)c1C
ML-213	Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1
ML-218	CC(C)(C)CCN1C[C@H]2[C@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1
ML-228	C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1
ML-277	COc1ccc(cc1)-c1csc(NC(=O)[C@H]2CCCCN2S(=O)(=O)c2ccc(C)cc2)n1
ML-281	CC(C)c1ccc(NC(=O)c2cccs2)c(c1)-c1nc2ccccc2[nH]c1=O
ML-297	Cc1cc(NC(=O)Nc2ccc(F)c(F)c2)n(n1)-c1ccccc1
ML-298	Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc(F)c(F)c2)CC1
ML-323	CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1
ML-3403	CSc1nc(c([nH]1)-c1ccnc(NC(C)c2ccccc2)c1)-c1ccc(F)cc1
ML-348	FC(F)(F)c1ccc(Cl)c(NC(=O)CN2CCN(CC2)C(=O)c2ccco2)c1
ML-365	COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1
ML-786	CC(C)(N)c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]1CCc2ccc(OC3=C4CCC(=O)N=C4NC=C3)cc2C1
ML-9	Clc1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1, Clc1cccc2c(cccc12)S(=O)(=O)N1CCCNCC1
MLN-8054	OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2F)cc1
MLN0128	CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc12
MLN1117	Nc1nc2cc(ccc2o1)-c1ccc2ncc(C(=O)N3CCOCC3)n2c1
MLN2480	C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(s1)C(=O)Nc1cc(c(Cl)cn1)C(F)(F)F
MLN9708	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(O)=O)(CC(O)=O)O1, CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(O)=O)(CC(O)=O)O1
ML130	Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12, Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12
ML133	COc1ccc(CNCc2cccc3ccccc23)cc1
ML161	CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1, CCCC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1
ML167	Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1
ML204	Cc1cc(nc2ccccc12)N1CCCCC1
ML314	COc1ccccc1N1CCN(CC1)c1nc(nc2cc(OC)c(OC)cc12)C1CC1
ML324	CN(C)CCCNC(=O)c1ccc(cc1)-c1cc(O)c2ncccc2c1
ML347	COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12, COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12
MM-102	CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NC1(CCCC1)C(=O)NC(c1ccc(F)cc1)c1ccc(F)cc1
MM-11253	CC1(C)CCC(C)(C)c2cc(ccc12)C1(SCCS1)c1ccc2cc(ccc2c1)C(O)=O
MMPX	COCc1nc2n(CC(C)C)c(=O)n(C)c(=O)c2[nH]1
MM77	COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1
MN-64	CC(C)c1ccc(cc1)-c1cc(=O)c2ccccc2o1
MNITMT	Cn1cnnc1Sc1c(ncn1C)[N+]([O-])=O
MNS-(3,4-Methylenedioxy-nitrostyrene)	[O-][N+](=O)\C=C\c1ccc2OCOc2c1, [O-][N+](=O)\C=C\c1ccc2OCOc2c1
mocetinostat	Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1, Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1, Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1
moclobemide	Clc1ccc(cc1)C(=O)NCCN1CCOCC1, Clc1ccc(cc1)C(=O)NCCN1CCOCC1
modafinil	NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
modaline	Cc1nccnc1N1CCCCC1
moexipril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O
mofegiline	NC\C(CCc1ccc(F)cc1)=C\F, NC\C(CCc1ccc(F)cc1)=C\F
mofezolac	COc1ccc(cc1)-c1noc(CC(O)=O)c1-c1ccc(OC)cc1
moguisteine	CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC
molidustat	O=c1c(c[nH]n1-c1cc(ncn1)N1CCOCC1)-n1ccnn1, O=c1c(c[nH]n1-c1cc(ncn1)N1CCOCC1)-n1ccnn1
molindone	CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
molsidomine	CCOC(=O)Nc1c[n+](no1)N1CCOCC1
mometasone	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl
mometasone-furoate	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl, C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
monastrol	CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1, CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
monensin	CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C, CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C, CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)C1O[C@H](C[C@@H]1C)C1O[C@@](O)(CO)[C@H](C)C[C@@H]1C
monobenzone	Oc1ccc(OCc2ccccc2)cc1, Oc1ccc(OCc2ccccc2)cc1, Oc1ccc(OCc2ccccc2)cc1, Oc1ccc(OCc2ccccc2)cc1
monoctanoin	CCCCCCCC(=O)OCC(O)CO, CCCCCCCC(=O)OCC(O)CO
monosodium-alpha-luminol	Nc1cccc2c1c(=O)[nH][nH]c2=O, Nc1cccc2c1c(=O)[nH][nH]c2=O
monostearin	CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
montelukast	CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1, CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1, CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1
moprolol	COc1ccccc1OCC(O)CNC(C)C
moracizine	CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN3CCOCC3)c2c1
morantel	CN1CCCN=C1\C=C\c1sccc1C
morin	Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O, Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O
morinidazole	Cc1ncc(n1CC(O)CN1CCOCC1)[N+]([O-])=O
morniflumate	FC(F)(F)c1cccc(Nc2ncccc2C(=O)OCCN2CCOCC2)c1
moroxydine	NC(=N)NC(=N)N1CCOCC1, NC(=N)NC(=N)N1CCOCC1
mosapride	CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1, CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1
motesanib	CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12, CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12, CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12, CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12, CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12
motolimod	CCCN(CCC)C(=O)C1=Cc2ccc(cc2N=C(N)C1)-c1ccc(cc1)C(=O)N1CCCC1
moxalactam	CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O, CO[C@]1(NC(=O)C(C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O, CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O, CO[C@]1(NC(=O)[C@H](C(O)=O)c2ccc(O)cc2)[C@H]2OCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O
moxaverine	CCc1cc2cc(OC)c(OC)cc2c(Cc2ccccc2)n1
moxidectin	CO\N=C1\C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C
moxifloxacin	COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1, COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1
moxisylyte	CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C
moxonidine	COc1nc(C)nc(Cl)c1NC1=NCCN1, COc1nc(C)nc(Cl)c1NC1=NCCN1, COc1nc(C)nc(Cl)c1NC1=NCCN1
mozavaptan	CN(C)C1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3C)cc2)c2ccccc12
MPEP	Cc1cccc(n1)C#Cc1ccccc1, Cc1cccc(n1)C#Cc1ccccc1, Cc1cccc(n1)C#Cc1ccccc1
MPI-0479605	Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1, Cc1cc(ccc1Nc1nc(NC2CCCCC2)c2[nH]cnc2n1)N1CCOCC1
Mps-BAY-2a	CC(C)CNc1nc(cn2c(cnc12)-c1ccc(cc1)C(=O)NC1CC1)-c1cccc2ncccc12
Mps1-IN-1	COc1cc(ccc1Nc1cc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1)N1CCC(O)CC1
Mps1-IN-5	COc1cc(ccc1Nc1nc2ccc(cn2n1)-c1ccc(NC(=O)[C@H](C)c2ccc(F)cc2)cc1)S(C)(=O)=O
MR-16728	O=C(NCCCN1CCCCCC1)C(C1CCCCC1)c1ccccc1
MR-948	OCCc1ccc(OCCn2ccnc2)cc1
MRK-016	Cc1cc(no1)-c1nncc2c(c(OCc3ncnn3C)nn12)C(C)(C)C, Cc1cc(no1)-c1nncc2c(c(OCc3ncnn3C)nn12)C(C)(C)C
MRK-409	Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F, Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F
MRK-560	Fc1ccc(F)c(c1)[C@]1(CC[C@@H](CC1)NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccc(Cl)cc1
MRS-1220	Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1, Clc1ccc2nc(NC(=O)Cc3ccccc3)n3nc(nc3c2c1)-c1ccco1
MRS-3777	C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12.C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12
MRS1334	CCOC(=O)C1=C(C)NC(c2ccccc2)=C(C1C#Cc1ccccc1)C(=O)OCc1ccc(cc1)[N+]([O-])=O
MRS1845	CCOC(=O)C1=C(C)N(CC#C)C(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC
MRS2578	S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(c2)N=C=S)c1, S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(c2)N=C=S)c1
MRS3777	C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2[nH]cnc12
MSX-122	C(Nc1ncccn1)c1ccc(CNc2ncccn2)cc1
MTPG	CC(N)(C(O)=O)c1ccc(cc1)-c1nnn[nH]1
mubritinib	FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1, FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1, FC(F)(F)c1ccc(\C=C\c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1
mupirocin	C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O, C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O, C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O
muscimol	NCc1cc(O)no1
MUT056399	CCc1cc(O)c(Oc2ccc(cc2F)C(N)=O)cc1F
MY-5445	Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1, Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1
mycophenolate-mofetil	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1
mycophenolic-acid	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O, COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O
myricetin	Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O, Oc1cc(O)c2c(c1)oc(-c1cc(O)c(O)c(O)c1)c(O)c2=O
myricitrin	C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O
myristyl-nicotinate	CCCCCCCCCCCCCCOC(=O)c1cccnc1
M8-B	COc1cc(CN(CCN)C(=O)c2cccs2)ccc1OCc1ccccc1
N-(2-chlorophenyl)-2-({(2E)-2-[1-(2-pyridinyl)ethylidene]hydrazino}carbothioyl)hydrazinecarbothioamide	Clc1ccccc1NC(=S)NNC(=S)NNC(=C)c1ccccn1
N-[2-(Piperidinylamino)ethyl]-4-iodobenzamide	Ic1ccc(cc1)C(=O)NCCN1CCCCC1
N-acetyl-D-glucosamine	CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
N-acetyl-tyrosine	CC(=O)NC(Cc1ccc(O)cc1)C(O)=O
N-acetylcarnosine	CC(=O)NCCC(=O)N[C@@H](Cc1c[nH]cn1)C(O)=O
N-acetylglycyl-D-glutamic-acid	CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O, CC(=O)NCC(=O)N[C@H](CCC(O)=O)C(O)=O
N-acetylmannosamine	CC(=O)NC1[C@@H](O)OC(CO)[C@@H](O)[C@H]1O
N-acetyltryptamine	CC(=O)NCCc1c[nH]c2ccccc12, CC(=O)NCCc1c[nH]c2ccccc12
N-alpha-Methylhistamine-dihydrochloride	CNCCc1cnc[nH]1
N-benzylnaltrindole	Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1c(C[C@@]35O)c2ccccc2n1Cc1ccccc1
N-cyanopyrrolidine	N#CN1CCCC1
N-demethylantipyrine	Cc1cc(=O)n([nH]1)-c1ccccc1
N-hydroxynicotinamide	ONC(=O)c1cccnc1
N-methyl-(-)ephedrine-[1r,2s]	C[C@@H]([C@H](O)c1ccccc1)N(C)C
N-methylformamide	CNC=O
N-methyllidocaine-iodide	CC[N+](C)(CC)CC(=O)Nc1c(C)cccc1C
N-methylpyrrolidone	CN1CCCC1=O
N-methylquipazine	CN1CCN(CC1)c1ccc2ccccc2n1
N-MPPP	CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccccc1
N-oxydiethylenebenzothiazole-2-sulfenamide	C1CN(CCO1)Sc1nc2ccccc2s1
N-salicoylaminophenol	Oc1ccc(NC(=O)c2ccccc2O)cc1
NAB-2	Cc1ccc(C)c(c1)-n1cnc2cc(ccc12)C(=O)NCc1ccccc1Cl
nabumetone	COc1ccc2cc(CCC(C)=O)ccc2c1, COc1ccc2cc(CCC(C)=O)ccc2c1
nadide	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
nadifloxacin	CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O, CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O
nadolol	CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12, CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12
